ts_ns,cumPnL_Hawkes-full,tickPnL_Hawkes-full,cumPnL_Hawkes-self,tickPnL_Hawkes-self,cumPnL_EWMA-count,tickPnL_EWMA-count,cumPnL_RealVol,tickPnL_RealVol,cumPnL_EWMA-vol,tickPnL_EWMA-vol,cumPnL_Imbalance,tickPnL_Imbalance,cumPnL_TOD,tickPnL_TOD,cumPnL_Fixed,tickPnL_Fixed,cumPnL_Oracle,tickPnL_Oracle
1764611400000000000,76.90230094095764,9.953404652167457,88.27536629632542,11.133076333557625,69.76333093360995,9.953789121705581,59.16658725220495,5.726779136981114,48.48593087434573,6.635132112796908,58.73332887886134,8.222821449427071,55.83797627715393,7.859267032228903,59.580000000000155,6.300000000000129,67.90876154526794,14.319161912714904
1764611430000000000,83.33725049410305,6.434949553145404,94.25689859228717,5.9815322959617605,75.13574184536294,5.372410911752997,65.40210757549339,6.235520323288447,52.83031065702707,4.344379782681333,63.271151122176356,4.537822243315012,60.03807993854732,4.200103661393393,71.12500000000006,11.544999999999895,75.04318082598519,7.134419280717251
1764611460000000000,87.33953980238903,4.002289308285988,98.25459877804242,3.9977001857552485,79.09380784260593,3.9580659972429855,68.22103772038331,2.818930144889915,56.133828916919484,3.3035182598924133,65.48685906464526,2.2157079424689083,63.06879822124231,3.0307182826949934,74.60000000000007,3.475000000000011,79.20955954856494,4.166378722579754
1764611490000000000,91.33902005394458,3.999480251555549,103.67316934540986,5.418570567367435,83.57402653901212,4.480218696406201,74.41736807011402,6.196330349730709,60.93163960449417,4.797810687574687,70.94619777115327,5.4593387065080075,66.96364744425456,3.894849223012256,84.99500000000006,10.394999999999996,85.95872696078047,6.749167412215527
1764611520000000000,96.11990374749084,4.780883693546262,108.81161620983929,5.138446864429428,89.0964730550312,5.5224465160190706,80.73876721682504,6.321399146711013,64.36178370637857,3.4301441018843977,74.86380293665253,3.917605165499263,71.2988827866624,4.335235342407848,95.5700000000001,10.575000000000047,92.33975177876762,6.381024817987159
1764611550000000000,97.89416535980979,1.774261612318946,111.007290940281,2.1956747304417115,91.62144192113172,2.5249688661005214,82.95668325532904,2.217916038503996,66.68043035744643,2.3186466510678514,76.91342722870132,2.049624292048788,73.01879900807339,1.719916221410988,99.05000000000008,3.479999999999981,93.23917569357339,0.8994239148057601
1764611580000000000,103.13375869389459,5.239593334084796,119.55592172679145,8.548630786510452,98.42609630453035,6.804654383398622,91.28101593585127,8.324332680522236,72.83911456498174,6.158684207535309,80.48053801308721,3.5671107843858945,78.64304368685839,5.624244678785008,113.22500000000015,14.175000000000074,101.31884161106834,8.079665917494957
1764611610000000000,108.23160412806807,5.09784543417348,124.10166914738544,4.545747420593981,102.29986491862479,3.873768614094451,95.79700513392278,4.515989198071515,76.08217672512839,3.243062160146656,85.06535542243233,4.5848174093451215,82.03880295127509,3.395759264416693,118.90000000000015,5.674999999999995,104.29658444977909,2.9777428387107485
1764611640000000000,113.86562394252965,5.634019814461584,129.23356583513254,5.1318966877470915,106.57146488705934,4.271599968434538,100.50384822627852,4.706843092355743,79.86619819833706,3.7840214732086705,89.74641582519854,4.681060402766201,85.76727857281045,3.728475621535364,122.57000000000012,3.6699999999999684,106.24109278025713,1.9445083304780368
1764611670000000000,118.24580536262366,4.380181420094001,134.32990025487376,5.096334419741227,111.01824130381394,4.446776416754609,104.14992079551871,3.646072569240187,83.08187869090457,3.215680492567511,94.88846152399569,5.142045698797141,89.15510620525097,3.3878276324405228,124.72000000000008,2.149999999999964,112.30649531787034,6.065402537613207
1764611700000000000,122.65623107936727,4.410425716743612,138.42936473429742,4.099464479423661,116.02812256732251,5.009881263508574,110.95042179475718,6.800500999238471,86.07423094990473,2.9923522590001506,98.87017862084681,3.9817170968511344,93.22170539327895,4.066599188027985,134.7100000000001,9.990000000000002,118.45568990158142,6.149194583711081
1764611730000000000,128.27142508014282,5.615194000775541,146.071036809335,7.641672075037567,121.11579941268268,5.08767684536017,114.70311352082398,3.752691726066796,89.74187270207719,3.6676417521724587,106.46528974905367,7.595111128206853,97.8701600541185,4.648454660839545,144.8800000000001,10.170000000000021,123.14370422659141,4.68801432500999
1764611760000000000,132.1051408811221,3.833715800979289,149.7890390136784,3.7180022043434002,124.24403436478329,3.1282349521006076,116.25056972450989,1.547456203685915,91.74606770406837,2.004195001991178,108.8809798363696,2.415690087315939,100.32870078869227,2.45854073457377,149.61500000000012,4.735000000000024,126.36042867553103,3.2167244489396136
1764611790000000000,138.32872420097888,6.223583319856767,158.27604232013977,8.487003306461352,129.36672476735788,5.122690402574594,120.41339622076184,4.162826496251948,94.8399157230084,3.0938480189400384,112.94020560916384,4.059225772794239,105.25412078046834,4.925419991776062,153.4600000000001,3.844999999999979,135.61366903489375,9.253240359362733
1764611820000000000,144.2216948793892,5.892970678410313,165.8425617368201,7.566519416680327,134.3709074585085,5.004182691150619,125.80813291806184,5.394736697300005,97.98638614401882,3.1464704210104157,119.0943496148485,6.154144005684655,109.60681277901598,4.3526919985476455,157.2050000000001,3.745000000000007,143.22113961544622,7.6074705805524765
1764611850000000000,147.58490072382457,3.3632058444353863,169.48851361544527,3.645951878625181,137.80563164498312,3.434724186474618,127.8445709643733,2.0364380463114533,100.33338770717089,2.3470015631520598,123.02561451265652,3.9312648978080227,112.4855810761914,2.878768297175412,160.43500000000006,3.22999999999996,147.9229626427918,4.701823027345567
1764611880000000000,151.39535096686308,3.8104502430384946,173.67290355501203,4.184389939566746,141.3232517993144,3.517620154331282,130.64821972987582,2.8036487655025177,103.36365285417452,3.0302651470036253,125.78905630700062,2.763441794344105,116.08911320133393,3.6035321251425345,165.22500000000008,4.790000000000013,152.99194705590435,5.068984413112551
1764611910000000000,154.28385747547543,2.888506508612344,176.69923117296952,3.0263276179574903,144.20242826908378,2.879176469769401,132.9224988897225,2.274279159846694,105.32408546966697,1.960432615492445,128.24227660086214,2.453220293861525,118.58649693437155,2.4973837330376245,168.60500000000005,3.379999999999966,156.32570455571312,3.333757499808755
